Speed,Stage,Event,Finish,Distance,Winner, 
"37,965",Tour de France 1991 - Stage20 ,Stage in line,Mâcon,160,Viatcheslav Ekimov,
"37,963",Tour de France 1987 - Stage17 ,Stage in line,Avignon,239.0,Jean-Paul van Poppel,
"37,954",Tour de France 1953 - Stage7 ,Stage in line,Nantes,181,Livio Isotti,
"37,948",Tour de France 1972 - Stage9 ,Stage in line,Colomiers,179,Jos Huysmans,
"37,947",Tour de France 1969 - Stage22a ,Stage in line,Créteil,111.5,Jos Spruyt,
"37,945",Tour de France 1975 - Stage18 ITT,Individual time trial,Châtel,40,Lucien Van Impe,
"37,931",Tour de France 1976 - Stage13 ,Stage in line,Saint-Gaudens,188.0,Willy Teirlinck,
"37,914",Tour de France 2007 - Stage 20 RR,Stage in line,Paris,146,Daniele Bennati,
"37,914",Tour de France 1962 - Stage3 ,Stage in line,Amiens,210.0,Rudi Altig,
"37,901",Tour de France 1989 - Stage19 ,Stage in line,Aix-les-Bains,125,Greg Lemond,
"37,892",Tour de France 1949 - Stage 12 RR,Stage in line,Toulouse,134,Rik Van Steenbergen,
"37,887",Tour de France 1971 - Stage9 ,Stage in line,Saint-Etienne,153,Walter Godefroot,
"37,882",Tour de France 1992 - Stage3 ,Stage in line,Bordeaux,218,Rob Harmeling,
"37,881",Tour de France 2010 - Stage 20 RR,Stage in line,Paris,102.5,Mark Cavendish,
"37,864",Tour de France 1995 - Stage 17 ,Stage in line,Bordeaux,246.0,Erik Zabel,
"37,846",Tour de France 1935 - Stage18b ITT,Individual time trial,La Rochelle,33,André Leducq,
"37,843",Tour de France 1974 - Stage6a ,Stage in line,Harelbeke,239.0,Jean-Luc Molineris,
"37,838",Tour de France 1984 - Stage14 ,Stage in line,Domaine du Rouret,227.5,Fons De Wolf,
"37,820",Tour de France 2010 - Stage 14 RR,Stage in line,Ax 3 Domaines,184.5,Christophe Riblon,
"37,817",Tour de France 1994 - Stage 11 ,Stage in line,Hautacam,263.5,Luc Leblanc,
"37,816",Tour de France 1985 - Stage16 ,Stage in line,Toulouse,247.0,Frédéric Vichot,
"37,815",Tour de France 1989 - Stage20 ,Stage in line,"L'Isle-d'Abeau",130,Giovanni Fidanza,
"37,811",Tour de France 1987 - Stage19 ,Stage in line,Villard-de-Lans,185,Pedro Delgado,
"37,807",Tour de France 1948 - Stage 6 RR,Stage in line,Biarritz,244.0,Louison Bobet,
"37,804",Tour de France 1979 - Stage24 ,Stage in line,Paris,181.3,Bernard Hinault,
"37,799",Tour de France 1963 - Stage12 ,Stage in line,Toulouse,172.5,André Darrigade,
"37,782",Tour de France 2003 - Stage 7 RR,Stage in line,Morzine,230.5,Richard Virenque,
"37,776",Tour de France 2010 - Stage 7 RR,Stage in line,Station des Rousses,165.5,Sylvain Chavanel,
"37,769",Tour de France 1937 - Stage1 ,Stage in line,Lille,263.0,Jean Majerus,
"37,767",Tour de France 2008 - Stage 15 RR,Stage in line,Prato Nevoso,183.0,Simon Gerrans,
"37,760",Tour de France 1997 - Stage 11 RR,Stage in line,Perpignan,192.0,Laurent Desbiens,
"37,756",Tour de France 1983 - Stage16 ,Stage in line,Saint-Etienne,144.5,Michel Laurent,
"37,737",Tour de France 1980 - Stage8 ,Stage in line,Saint-Malo,164.2,Bert Oosterbosch,
"37,707",Tour de France 1973 - Stage20b ,Stage in line,Paris,89.0,Bernard Thevenet,
"37,700",Tour de France 1962 - Stage15 ,Stage in line,Montpellier,196.5,Willy Vannitsen,
"37,695",Tour de France 1973 - Stage17 ,Stage in line,Brive-la-Gaillarde,248.0,Claude Tollet,
"37,694",Tour de France 1981 - Stage19 ,Stage in line,Saint-Priest,117.5,Daniël Willems,
"37,664",Tour de France 1977 - Stage8 ,Stage in line,Lorient,246.5,Giacinto Santambrogio,
"37,659",Tour de France 1991 - Stage22 ,Stage in line,Paris,178,Dmitri Konychev,
"37,651",Tour de France 1967 - Stage22a ,Stage in line,Versailles,104,René Binggelli,
"37,649",Tour de France 1962 - Stage10 ,Stage in line,Bayonne,184.5,Willy Vannitsen,
"37,645",Tour de France 1990 - Stage 4 RR,Stage in line,Le Mont-Saint-Michel,203.0,Johan Museeuw,
"37,642",Tour de France 1983 - Stage4 ,Stage in line,Le Havre,300.0,Serge Demierre,
"37,622",Tour de France 1958 - Stage15 ,Stage in line,Toulouse,176,André Darrigade,
"37,618",Tour de France 2007 - Stage 9 RR,Stage in line,Briançon,159.5,Mauricio Soler,
"37,588",Tour de France 1939 - Stage2b ,Stage in line,Rennes,119.5,Eloï Tassin,
"37,581",Tour de France 1970 - Stage11b ,Stage in line,Thonon-les-Bains,139.5,Marino Basso,
"37,580",Tour de France 1937 - Stage5c ,Stage in line,Geneva,93,Leo Amberg,
"37,563",Tour de France 1949 - Stage 20 ITT,Individual time trial,Nancy,137.0,Fausto Coppi,
"37,559",Tour de France 1960 - Stage21 ,Stage in line,Paris,200.0,Jean Graczyk,
"37,541",Tour de France 1968 - Stage10 ,Stage in line,Bayonne,202.5,Gilbert Bellone,
"37,514",Tour de France 1977 - Stage6 ,Stage in line,Limoges,225.5,Jan Raas,
"37,508",Tour de France 1990 - Stage 6 RR,Stage in line,Vittel,202.5,Jelle Nijdam,
"37,503",Tour de France 1980 - Stage9 ,Stage in line,Nantes,205.3,Jan Raas,
"37,498",Tour de France 1983 - Stage7 ,Stage in line,Paris,216.0,Riccardo Magrini,
"37,495",Tour de France 2009 - Stage 16 RR,Stage in line,Bourg-Saint-Maurice,159,Sandy Casar,
"37,488",Tour de France 1960 - Stage13 ,Stage in line,Millau,224.0,Louis Proost,
"37,486",Tour de France 1966 - Stage20 ,Stage in line,Montluçon,223.5,Henk Nijdam,
"37,486",Tour de France 1971 - Stage18 ,Stage in line,Poitiers,244.0,Jean-Pierre Danguillaume,
"37,484",Tour de France 2003 - Stage 13 RR,Stage in line,Ax 3 Domaines,197.5,Carlos Sastre,
"37,464",Tour de France 1988 - Stage22 ,Stage in line,Paris,182.0,Jean-Paul van Poppel,
"37,460",Tour de France 1985 - Stage22 ,Stage in line,Paris,196.0,Rudy Matthijs,
"37,428",Tour de France 1939 - Stage4 ,Stage in line,Lorient,174.0,Raymond Louviot,
"37,407",Tour de France 1950 - Stage9 ,Stage in line,Bordeaux,206.0,Alfredo Pasotti,
"37,399",Tour de France 1959 - Stage2 ,Stage in line,Namur,240.0,Vito Favero,
"37,373",Tour de France 2005 - Stage 10 RR,Stage in line,Courchevel,181,Alejandro Valverde,
"37,366",Tour de France 1958 - Stage3 ,Stage in line,Mers-les-Bains,177.0,Gilbert Bauvin,
"37,357",Tour de France 1976 - Stage5b ,Stage in line,Verviers,144,Miguel Maria Lasa,
"37,354",Tour de France 1976 - Stage8 ,Stage in line,Divonne-les-Bains,220.5,Jacques Esclassan,
"37,342",Tour de France 1981 - Stage21 ,Stage in line,Fontenay-sous-Bois,207,Johan van der Velde,
"37,293",Tour de France 1985 - Stage2 ,Stage in line,Vitré,242.0,Rudy Matthijs,
"37,292",Tour de France 2007 - Stage 6 RR,Stage in line,Bourg-en-Bresse,199.5,Tom Boonen,
"37,262",Tour de France 1990 - Stage 21 RR,Stage in line,Paris,182.5,Johan Museeuw,
"37,245",Tour de France 1992 - Stage12 ,Stage in line,Saint-Gervais-les-Baines,267.5,Rolf Järmann,
"37,241",Tour de France 1979 - Stage6 ,Stage in line,Saint-Brieuc,238.5,Joseph Jacobs,
"37,236",Tour de France 1968 - Stage4 ,Stage in line,Rouen,238.0,Georges Chappe,
"37,226",Tour de France 1982 - Stage21 ,Stage in line,Paris,187.0,Bernard Hinault,
"37,219",Tour de France 1993 - Stage 10 ,Stage in line,Serre Chevalier,204.0,Toni Rominger,
"37,212",Tour de France 1993 - Stage 17 ,Stage in line,Pau,189.5,Claudio Chiappucci,
"37,199",Tour de France 1989 - Stage6 ,Stage in line,Futuroscope,259.0,Joel Pelier,
"37,198",Tour de France 1986 - Stage22 ,Stage in line,Nevers,194.0,Guido Bontempi,
"37,188",Tour de France 1952 - Stage 2 RR,Stage in line,Le Mans,181,André Rosseel,
"37,165",Tour de France 1967 - Stage19 ,Stage in line,Limoges,217.0,Jean Stablinsky,
"37,162",Tour de France 1986 - Stage3 ,Stage in line,Liévin,214.0,Davis Phinney,
"37,156",Tour de France 1961 - Stage4 ,Stage in line,Metz,237.5,Anatole Novak,
"37,148",Tour de France 1954 - Stage2 ,Stage in line,Lille,255.0,Louison Bobet,
"37,143",Tour de France 1986 - Stage23 ,Stage in line,Paris,255.0,Guido Bontempi,
"37,138",Tour de France 1960 - Stage14 ,Stage in line,Avignon,217.0,Martin Van Geneugden,
"37,136",Tour de France 1978 - Stage 2 RR,Stage in line,Saint-Amand-les-Eaux,199.0,Jacques Esclassan,
"37,134",Tour de France 1977 - Stage7a ,Stage in line,Angers,139.5,Patrick Sercu,
"37,131",Tour de France 1955 - Stage14 ,Stage in line,Narbonne,156,Louis Caput,
"37,116",Tour de France 1948 - Stage 5 RR,Stage in line,Bordeaux,262,Raoul Rémy,
"37,111",Tour de France 1952 - Stage 19 RR,Stage in line,Bordeaux,195,Hans Dekkers,
"37,094",Tour de France 1966 - Stage19 ,Stage in line,Saint-Etienne,264.5,Ferdinand Bracke,
"37,068",Tour de France 1955 - Stage19 ,Stage in line,Bordeaux,195,Wout Wagtmans,
"37,057",Tour de France 1970 - Stage15 ,Stage in line,Montpellier,144.5,Rini Wagtmans,
"37,041",Tour de France 2008 - Stage 21 RR,Stage in line,Paris,143,Gert Steegmans,
"37,037",Tour de France 1967 - Stage9 ,Stage in line,Divonne-les-Bains,238.5,Guido Reybrouck,
"37,028",Tour de France 1994 - Stage 21 ,Stage in line,Paris,175,Eddy Seigneur,
"37,028",Tour de France 1957 - Stage9 ,Stage in line,Thonon-les-Bains,188.0,Jacques Anquetil,
"37,010",Tour de France 1961 - Stage15 ,Stage in line,Toulouse,206.0,Guido Carlesi,
"36,998",Tour de France 1935 - Stage18a ,Stage in line,Rochefort,159,René Le Grevès,
"36,972",Tour de France 1991 - Stage15 ,Stage in line,Alès,235.0,Moreno Argentin,
"36,949",Tour de France 1951 - Stage12 ,Stage in line,Dax,185,Wim van Est,
"36,927",Tour de France 1996 - Stage 18 ,Stage in line,Hendaye,154.5,Bart Voskamp,
"36,915",Tour de France 1950 - Stage7 ,Stage in line,Angers,248.0,Nello Lauredi,
"36,913",Tour de France 1954 - Stage5 ,Stage in line,Saint-Brieuc,224.0,Ferdi Kübler,
"36,900",Tour de France 1973 - Stage7a ,Stage in line,Gaillard,86.5,Luis Ocaña,
"36,890",Tour de France 1964 - Stage19 ,Stage in line,Brive-la-Gaillarde,215.5,Ward Sels,
"36,881",Tour de France 1956 - Stage16 ,Stage in line,Gap,203.0,Jean Forestier,
"36,877",Tour de France 1978 - Stage 22 RR,Stage in line,Paris,161.5,Gerrie Knetemann,
"36,866",Tour de France 1988 - Stage20 ,Stage in line,Chalon-sur-Saône,223.5,Thierry Marie,
"36,865",Tour de France 1948 - Stage 3 RR,Stage in line,Nantes,251.0,Guy Lapébie,
"36,859",Tour de France 1963 - Stage20 ,Stage in line,Troyes,233.5,Roger De Breucker,
"36,842",Tour de France 1969 - Stage6 ,Stage in line,"Ballon d'Alsace",133.5,Eddy Merckx,
"36,841",Tour de France 1950 - Stage10 ,Stage in line,Pau,202.0,Marcel Dussault,
"36,822",Tour de France 1961 - Stage18 ,Stage in line,Bordeaux,207,Martin Van Geneugden,
"36,821",Tour de France 1982 - Stage20 ,Stage in line,Aulnay-sous-Bois,161,Daniël Willems,
"36,819",Tour de France 1936 - Stage3 ,Stage in line,Metz,161,Mathias Clemens,
"36,813",Tour de France 1962 - Stage17 ,Stage in line,Juan-les-Pins,201.0,Rudi Altig,
"36,812",Tour de France 1989 - Stage14 ,Stage in line,Gap,238.0,Jelle Nijdam,
"36,809",Tour de France 1969 - Stage12 ,Stage in line,Aubagne,161.5,Felice Gimondi,
"36,803",Tour de France 1996 - Stage 17 ,Stage in line,Pamplona,262,Laurent Dufaux,
"36,769",Tour de France 1964 - Stage18 ,Stage in line,Bordeaux,187.0,André Darrigade,
"36,762",Tour de France 1959 - Stage10 ,Stage in line,Bagnères-de-Bigorre,235.0,Marcel Janssens,
"36,755",Tour de France 1947 - Stage20 ,Stage in line,Caen,235.0,Maurice Diot,
"36,755",Tour de France 2003 - Stage 8 RR,Stage in line,"Alpe d'Huez",219.0,Iban Mayo,
"36,755",Tour de France 1979 - Stage14 ,Stage in line,Évian-les-Bains,248.2,Marc Demeyer,
"36,728",Tour de France 1994 - Stage 16 ,Stage in line,"L'Alpe-d'Huez",224.5,Roberto Conti,
"36,725",Tour de France 1977 - Stage14 ,Stage in line,Thonon-les-Bains,230.0,Bernard Quilfen,
"36,724",Tour de France 1937 - Stage5b ITT,Individual time trial,Champagnole,34.0,Sylvère Maes,
"36,722",Tour de France 1958 - Stage13 ,Stage in line,Pau,230.0,Louis Bergaud,
"36,717",Tour de France 1964 - Stage12 ,Stage in line,Perpignan,174.0,Jo de Roo,
"36,711",Tour de France 1957 - Stage2 ,Stage in line,Caen,226,René Privat,
"36,705",Tour de France 1965 - Stage2 ,Stage in line,Roubaix,200.5,Bernard Van de Kerckhove,
"36,692",Tour de France 1978 - Stage 14 ITT,Individual time trial,le Puy-de-Dôme,52.5,Joop Zoetemelk,
"36,680",Tour de France 1985 - Stage4 ,Stage in line,Pont-Audemer,239.5,Gerrit Solleveld,
"36,676",Tour de France 1975 - Stage7 ,Stage in line,Angoulême,235.5,Francesco Moser,
"36,674",Tour de France 1989 - Stage3 ,Stage in line,Paris,241.0,Raúl Alcalá,
"36,669",Tour de France 1985 - Stage11 ,Stage in line,Avoriaz,195,Luis Herrera,
"36,669",Tour de France 1939 - Stage8b ITT,Individual time trial,Pau,68.5,Karl Litschi,
"36,656",Tour de France 2003 - Stage 9 RR,Stage in line,Gap,184.5,Alexandr Vinokurov,
"36,634",Tour de France 1992 - Stage20 ,Stage in line,Nanterre,222.0,Peter De Clercq,
"36,628",Tour de France 1987 - Stage9 ,Stage in line,Renazé,260.0,Adrie van der Poel,
"36,604",Tour de France 1973 - Stage15 ,Stage in line,Fleurance,137.0,Wilfried David,
"36,599",Tour de France 1976 - Stage1 ,Stage in line,Angers,173.0,Freddy Maertens,
"36,570",Tour de France 1991 - Stage4 ,Stage in line,Reims,286.0,Dzamolidine Abduzhaparov,
"36,562",Tour de France 1995 - Stage 14 ,Stage in line,Guzet Neige,164,Marco Pantani,
"36,551",Tour de France 1958 - Stage17 ,Stage in line,Nîmes,189,André Darrigade,
"36,538",Tour de France 1988 - Stage13 ITT,Individual time trial,Côte 2000 (Villard-de-Lans),38,Pedro Delgado,
"36,532",Tour de France 2006 - Stage 17 RR,Stage in line,Morzine,200.5,Carlos Sastre,
"36,515",Tour de France 1972 - Stage7 ,Stage in line,Pau,220.5,Yves Hézard,
"36,506",Tour de France 1939 - Stage5 ,Stage in line,Nantes,207,Amédée Fournier,
"36,501",Tour de France 1976 - Stage7 ,Stage in line,Mulhouse,207.5,Freddy Maertens,
"36,476",Tour de France 1977 - Stage9 ,Stage in line,Rennes,187.0,Klaus-Peter Thaler,
"36,471",Tour de France 1991 - Stage12 ,Stage in line,Jaca,192.0,Charly Mottet,
"36,443",Tour de France 1991 - Stage17 ,Stage in line,"L'Alpe-d'Huez",125,Gianni Bugno,
"36,443",Tour de France 1956 - Stage13 ,Stage in line,Toulouse,176,Nino Defilippis,
"36,439",Tour de France 1968 - Stage22a ,Stage in line,Melun,136,Maurice Izier,
"36,437",Tour de France 1997 - Stage 6 RR,Stage in line,Marennes,217.5,Jeroen Blijlevens,
"36,432",Tour de France 1984 - Stage23 ,Stage in line,Paris,196.5,Eric Vanderaerden,
"36,432",Tour de France 1951 - Stage22 ITT,Individual time trial,Geneva,97.0,Hugo Koblet,
"36,427",Tour de France 1938 - Stage9 ,Stage in line,Perpignan,260.0,Jean Fréchaut,
"36,413",Tour de France 1958 - Stage19 ,Stage in line,Gap,178,Gastone Nencini,
"36,411",Tour de France 1985 - Stage7 ,Stage in line,Nancy,215.5,Ludwig Wijnants,
"36,408",Tour de France 1989 - Stage16 ,Stage in line,Briançon,174.0,Pascal Richard,
"36,408",Tour de France 1984 - Stage13 ,Stage in line,Rodez,220.5,Pierre-Henry Menthéour,
"36,407",Tour de France 1974 - Stage8a ,Stage in line,Chaumont,136,Cyrille Guimard,
"36,393",Tour de France 1957 - Stage15a ,Stage in line,Barcelona,197,René Privat,
"36,388",Tour de France 1954 - Stage6 ,Stage in line,Brest,179,Dominique Forlini,
"36,380",Tour de France 1971 - Stage1b ,Stage in line,Freiburg,90,Gerben Karstens,
"36,333",Tour de France 1938 - Stage17a ,Stage in line,Belfort,89.5,Emile Masson Jr.,
"36,331",Tour de France 1963 - Stage21 ,Stage in line,Paris,185.5,Rik Van Looy,
"36,327",Tour de France 1999 - Stage 16 RR,Stage in line,Pau,192.0,David Etxebarría,
"36,324",Tour de France 1947 - Stage19 ITT,Individual time trial,Saint-Brieuc,139,Raymond Impanis,
"36,315",Tour de France 1952 - Stage 4 RR,Stage in line,Roubaix,232.0,Pierre Molineris,
"36,312",Tour de France 1936 - Stage1 ,Stage in line,Lille,258.0,Paul Egli,
"36,303",Tour de France 1965 - Stage21 ,Stage in line,Versailles,225.5,Gerben Karstens,
"36,292",Tour de France 1980 - Stage2 ,Stage in line,Metz,276.0,Rudy Pevenage,
"36,291",Tour de France 1957 - Stage4 ,Stage in line,Roubaix,232.0,Marcel Janssens,
"36,286",Tour de France 1952 - Stage 3 RR,Stage in line,Rouen,189,Nello Lauredi,
"36,284",Tour de France 2010 - Stage 9 RR,Stage in line,Saint-Jean-de-Maurienne,204.5,Sandy Casar,
"36,283",Tour de France 1979 - Stage3 ,Stage in line,Pau,180.5,Bernard Hinault,
"36,280",Tour de France 2007 - Stage 14 RR,Stage in line,Plateau de Beille,197,Alberto Contador,
"36,250",Tour de France 1980 - Stage6 ,Stage in line,Compiègne,215.8,Jean-Louis Gauthier,
"36,246",Tour de France 1989 - Stage18 ,Stage in line,Côte 2000 (Villard-de-Lans),91.5,Laurent Fignon,
"36,243",Tour de France 1955 - Stage7 ,Stage in line,Thonon-les-Bains,267.0,Jos Hinsen,
"36,229",Tour de France 1990 - Stage 17 RR,Stage in line,Pau,150,Dmitri Konychev,
"36,221",Tour de France 1965 - Stage1a ,Stage in line,Liège,149,Rik Van Looy,
"36,219",Tour de France 1985 - Stage14 ,Stage in line,Saint-Etienne,179,Luis Herrera,
"36,203",Tour de France 1966 - Stage5 ,Stage in line,Caen,178.5,Franco Bitossi,
"36,195",Tour de France 1953 - Stage3 ,Stage in line,Lille,221.0,Stanislas Bober,
"36,190",Tour de France 2002 - Stage 11 RR,Stage in line,La Mongie,158,Lance Armstrong,
"36,181",Tour de France 1963 - Stage3 ,Stage in line,Roubaix,223.5,Seamus Elliott,
"36,176",Tour de France 2009 - Stage 7 RR,Stage in line,Ordino-Arcalís,224.0,Brice Feillu,
"36,168",Tour de France 1937 - Stage2 ,Stage in line,Charleville-Mézières,192.0,Maurice Archambaud,
"36,158",Tour de France 1965 - Stage15 ,Stage in line,Gap,167.5,Giuseppe Fezzardi,
"36,156",Tour de France 1938 - Stage4b ,Stage in line,La Rochelle,93,Eloï Meulenberg,
"36,146",Tour de France 1988 - Stage14 ,Stage in line,Guzet Neige,163,Massimo Ghirotto,
"36,125",Tour de France 1973 - Stage5 ,Stage in line,Mulhouse,188.0,Walter Godefroot,
"36,115",Tour de France 1957 - Stage8 ,Stage in line,Besançon,192.0,Pierino Baffi,
"36,112",Tour de France 1992 - Stage16 ,Stage in line,La Bourboule,212.0,Stephen Roche,
"36,112",Tour de France 1982 - Stage16 ,Stage in line,"L'Alpe-d'Huez",123,Beat Breu,
"36,088",Tour de France 2005 - Stage 11 RR,Stage in line,Briançon,173.0,Alexandr Vinokurov,
"36,085",Tour de France 2010 - Stage 16 RR,Stage in line,Pau,199.5,Pierrick Fédrigo,
"36,079",Tour de France 1948 - Stage 16 RR,Stage in line,Mulhouse,243.0,Edward Van Dijck,
"36,076",Tour de France 2008 - Stage 10 RR,Stage in line,Hautacam,156,Juan José Cobo,
"36,046",Tour de France 1977 - Stage10 ,Stage in line,Rouen,174.0,Fedor den Hertog,
"36,023",Tour de France 1998 - Stage 16 RR,Stage in line,Albertville,204.0,Jan Ullrich,
"36,018",Tour de France 1993 - Stage 20 ,Stage in line,Paris,196.5,Dzamolidine Abduzhaparov,
"36,008",Tour de France 1953 - Stage19 ,Stage in line,Lyon,227.0,Georges Meunier,
"35,990",Tour de France 1961 - Stage20 ,Stage in line,Tours,309.5,André Darrigade,
"35,988",Tour de France 1939 - Stage10a ,Stage in line,Narbonne,148.5,Pierre Jaminet,
"35,966",Tour de France 1962 - Stage21 ,Stage in line,Pougues-les-Eaux,232.0,Dino Bruni,
"35,958",Tour de France 1969 - Stage3 ,Stage in line,Charleville-Mézières,213.5,Eric Leman,
"35,947",Tour de France 1947 - Stage6 ,Stage in line,Lyon,249.0,Lucien Teisseire,
"35,939",Tour de France 1958 - Stage14 ,Stage in line,Bagnères-de-Luchon,129.0,Federico Bahamontes,
"35,932",Tour de France 1982 - Stage12 ,Stage in line,Pau,249.0,Sean Kelly,
"35,921",Tour de France 1986 - Stage12 ,Stage in line,Pau,217.5,Pedro Delgado,
"35,918",Tour de France 1950 - Stage12 ,Stage in line,Perpignan,233.0,Maurice Blomme,
"35,905",Tour de France 1933 - Stage3 ,Stage in line,Metz,166,Alfons Schepers,
"35,895",Tour de France 1935 - Stage3 ,Stage in line,Metz,161,Rafaele di Paco,
"35,870",Tour de France 1983 - Stage5 ,Stage in line,Le Mans,257.0,Dominique Gaigne,
"35,869",Tour de France 2009 - Stage 20 RR,Stage in line,Mont-Ventoux,167.0,Juan Manuel Gárate,
"35,868",Tour de France 1982 - Stage4 ,Stage in line,Mouscron,207,Gerrie Knetemann,
"35,868",Tour de France 1930 - Stage7 ,Stage in line,Hendaye,222.0,Jules Merviel,
"35,864",Tour de France 1999 - Stage 9 RR,Stage in line,Sestriere,213.5,Lance Armstrong,
"35,859",Tour de France 1988 - Stage19 ,Stage in line,le Puy-de-Dôme,188.0,Johnny Weltz,
"35,847",Tour de France 1971 - Stage4 ,Stage in line,Marche en Famenne,242.0,Jean-Pierre Genet,
"35,823",Tour de France 1983 - Stage9 ,Stage in line,Pau,207,Philippe Chevallier,
"35,817",Tour de France 1994 - Stage 18 ,Stage in line,Cluses,174.5,Piotr Ugrumov,
"35,814",Tour de France 1984 - Stage4 ,Stage in line,Béthune,83,Ferdi Van den Haute,
"35,811",Tour de France 2007 - Stage 3 RR,Stage in line,Compiègne,236.5,Fabian Cancellara,
"35,805",Tour de France 1980 - Stage21 ,Stage in line,Fontenay-sous-Bois,208,Sean Kelly,
"35,799",Tour de France 1977 - Stage15a ,Stage in line,Morzine,105,Paul Wellens,
"35,799",Tour de France 1949 - Stage 4 RR,Stage in line,Rouen,185,Lucien Teisseire,
